6806617137176	Martha	F	79
6874354363673	Keith	M	79
3682594756563	George	M	79
3696690336647	Scott	M	79
5077971885388	Jack	M	79
4726796989432	Gerald	M	79
7514327561313	Raymond	M	79
4589642794782	Deborah	F	79
9731690851258	Anthony	M	79
2615838458817	Kevin	M	79
5853116741525	Gerald	M	79
3419716656078	Anne	F	79
1849922668791	Johnny	M	79
4165715638614	Joe	M	79
8268817039887	Gary	M	79
9585874684701	Donald	M	79
7722791042715	Teresa	F	79
7989497421163	Jonathan	M	79
4620137953912	Anna	F	79
7327101826009	Carolyn	F	79
1279441286266	Patrick	M	79
4930805173683	Jason	M	79
7754903541764	Ashley	F	79
2063270917210	Virginia	F	79
7484647632113	Nancy	F	79
7390223758049	Cynthia	F	79
8586974488784	Judy	F	79
1173379158078	Susan	F	79
1923254973373	Bruce	M	79
9386158481364	Teresa	F	79
8037348499693	Michelle	F	79
5882781340586	Ruby	F	79
5134100772530	Judy	F	79
5225778934426	Michael	M	79
5068374164289	Pamela	F	79
8277364286017	Shawn	M	79
7623558476498	Gerald	M	79
7666473017221	Juan	M	79
9020210376680	Ruby	F	79
5033135057197	Douglas	M	79
3005274223862	Lori	F	79
4190411287809	Victor	M	79
1063478921797	Benjamin	M	79
1460348977994	Christine	F	79
9080789898761	Douglas	M	79
3991349117389	Nancy	F	79
8195925142058	Harold	M	79
1024232163666	Denise	F	79
1872159770334	Brenda	F	79
3234734171219	Catherine	F	79
6274590131927	Ruby	F	79
3593565157046	Roger	M	79
7737599982848	Diana	F	79
4675507792518	Shawn	M	79
2903559028872	Wayne	M	79
7961187719908	Julie	F	79
2472523660069	Angela	F	79
1259701594545	Joan	F	79
7661409159527	Ruby	F	79
9290814375384	Gary	M	79
2242400182053	Karen	F	79
9829901593496	Mildred	F	79
3648308548156	Julie	F	79
1391655126803	Teresa	F	79
5900254110571	Denise	F	79
1420648851550	Tina	F	79
3885555818469	Diana	F	79
2993734973810	Philip	M	79
8268232447803	Douglas	M	79
4410983058117	Howard	M	79
5554115845410	Edward	M	79
2736882048487	Heather	F	79
6476258841169	Gloria	F	79
2214980879934	Katherine	F	79
2401235628507	Johnny	M	79
2827383085543	Marie	F	79
3937778982333	Pamela	F	79
7943434490015	Katherine	F	79
8001812278758	Gregory	M	79
3473602665218	Kelly	F	79
4824274927896	Shirley	F	79
8125532050693	Jack	M	79
1399650861454	Bobby	M	79
6834297071996	Annie	F	79
1682223447235	Roger	M	79
1904129937593	John	M	79
4496451817517	Scott	M	79
1811104188187	Evelyn	F	79
7270444987461	Albert	M	79
8223702436416	Ryan	M	79
1107196740068	Deborah	F	79
7642466354437	Aaron	M	79
9240127230928	Todd	M	79
9919914992382	Julie	F	79
3786953561368	Richard	M	79
8279430374867	Benjamin	M	79
7726481790551	Judith	F	79
5291272030139	Kathleen	F	79
6423823380146	Bruce	M	79
7117435017891	Katherine	F	79
1942789710887	Wayne	M	79
8143179727386	Jesse	M	79
3345601881397	Julia	F	79
3251764236028	Amy	F	79
8180585713692	Bonnie	F	79
4117310964905	Mary	F	79
4157946658135	Steve	M	79
2645198075150	Rebecca	F	79
4413849236465	Theresa	F	79
2412344423500	Juan	M	79
2977957261840	Kathy	F	79
4227581295739	Henry	M	79
5183570084176	Kimberly	F	79
6293968069412	Ann	F	79
2463805363394	Jean	F	79
6842146184654	Lisa	F	79
9810387877441	Bruce	M	79
5291261692234	Lillian	F	79
9774612745669	Philip	M	79
3600565587608	Joyce	F	79
3443677942748	Dennis	M	79
9864573666652	Ann	F	79
1104150994837	Christina	F	79
8560649834344	Donna	F	79
9041840294014	Julia	F	79
8475432685086	Nicholas	M	79
2409852480302	Katherine	F	79
3598656368316	Ryan	M	79
6711267050778	Cynthia	F	79
3844153347265	Nancy	F	79
4879680187282	Judith	F	79
4967762122749	Evelyn	F	79
4865984745532	Jack	M	79
4667730542287	Norma	F	79
8131886053253	Benjamin	M	79
2494294267687	Timothy	M	79
4151996986327	Tina	F	79
3349153138558	Rachel	F	79
6972891133192	Janice	F	79
6413168887928	Willie	M	79
3397998039061	Arthur	M	79
8494371026907	Thomas	M	79
7600586660127	Howard	M	79
4698845746231	Ruth	F	79
7942682178104	Robert	M	79
1254733141586	Philip	M	79
7104817380752	Ashley	F	79
1496680278089	Carlos	M	79
1003633758343	Virginia	F	79
9920373754471	Mark	M	79
2455213489879	Denise	F	79
8551610647545	Daniel	M	79
5520234851871	Andrea	F	79
8495794697134	Dorothy	F	79
4836755855522	Kathryn	F	79
7756333586532	Ann	F	79
5841314470135	Ruth	F	79
2868560825334	Anne	F	79
7713897226840	Donald	M	79
7126919023226	Jessica	F	79
5610490148828	Michael	M	79
7497977776780	Betty	F	79
6644833291857	Edward	M	79
6941587533202	Ronald	M	79
6199881585138	Bobby	M	79
8292399462782	Christine	F	79
1259720241856	Jacqueline	F	79
3289656597018	Richard	M	79
6024716732380	Aaron	M	79
6623458594989	Steven	M	79
9270930454849	Gary	M	79
3181277457477	Michael	M	79
6849358496834	Diane	F	79
8256787732674	Philip	M	79
4735362795683	Justin	M	79
4591580079402	Deborah	F	79
3807108671684	Kelly	F	79
5795278984506	Lori	F	79
8404236177028	Ann	F	79
4116724073376	Harold	M	79
2261173040913	Diana	F	79
4962706786737	Ernest	M	79
7490707320076	Jeremy	M	79
7293605576881	Johnny	M	79
9929387913355	Aaron	M	79
8138791472396	Phyllis	F	79
9004189714396	Frank	M	79
2246366763475	Kelly	F	79
5237674699197	Roy	M	79
7642193127417	Randy	M	79
2173675378417	Joe	M	79
5738925724484	Janice	F	79
4984755192681	Amanda	F	79
8805658253382	Alan	M	79
7946890533984	Earl	M	79
9347296872055	Raymond	M	79
8365991471578	Matthew	M	79
8808856036467	Anthony	M	79
1378821033074	Christine	F	79
6629444280673	Deborah	F	79
1919365064473	Jose	M	79
7387162619551	Kathryn	F	79
3432365950362	Ralph	M	79
3717565998909	Virginia	F	79
2860707736372	Tina	F	79
6995930291036	Donald	M	79
3203137834279	Jonathan	M	79
5449758815548	Janice	F	79
8213539195125	Jeffrey	M	79
2222793273409	Kathryn	F	79
5060414643586	Philip	M	79
7966405879160	Ann	F	79
5058857127507	Betty	F	79
1551842778656	Margaret	F	79
