53233074	6806617137176
56050353	6874354363673
82041481	3682594756563
35178188	3696690336647
83157798	5077971885388
26982271	4726796989432
58019684	7514327561313
44691224	4589642794782
50519509	9731690851258
11689687	2615838458817
63019320	5853116741525
45661530	3419716656078
50177882	1849922668791
30257344	4165715638614
13958268	8268817039887
41093232	9585874684701
86136002	7722791042715
41932274	7989497421163
87334517	4620137953912
95895632	7327101826009
85994832	1279441286266
41155981	4930805173683
73946747	7754903541764
73826686	2063270917210
62420661	7484647632113
67379433	7390223758049
34854734	8586974488784
66714009	1173379158078
91570206	1923254973373
25209637	9386158481364
34208427	8037348499693
56519235	5882781340586
36940071	5134100772530
94367763	5225778934426
23902939	5068374164289
92758921	8277364286017
61074295	7623558476498
77689270	7666473017221
33631889	9020210376680
31948322	5033135057197
48831348	3005274223862
62339871	4190411287809
97795512	1063478921797
42987753	1460348977994
32644858	9080789898761
40777878	3991349117389
15716133	8195925142058
79720719	1024232163666
57280090	1872159770334
57136984	3234734171219
78259105	6274590131927
26679047	3593565157046
54336543	7737599982848
73712789	4675507792518
35573111	2903559028872
26630740	7961187719908
95099390	2472523660069
67227671	1259701594545
97452733	7661409159527
50924442	9290814375384
37381399	2242400182053
73948757	9829901593496
42085946	3648308548156
95030245	1391655126803
93778195	5900254110571
75820667	1420648851550
96546312	3885555818469
95172185	2993734973810
64643728	8268232447803
43690069	4410983058117
90617342	5554115845410
72043807	2736882048487
39022761	6476258841169
32344743	2214980879934
51400645	2401235628507
89882717	2827383085543
42034227	3937778982333
16331566	7943434490015
73530986	8001812278758
78881503	3473602665218
71686287	4824274927896
36553968	8125532050693
25428912	1399650861454
18752264	6834297071996
59929583	1682223447235
97287370	1904129937593
52702926	4496451817517
22155244	1811104188187
66531523	7270444987461
78508918	8223702436416
64340130	1107196740068
83542504	7642466354437
16630674	9240127230928
87918568	9919914992382
11946328	3786953561368
84046090	8279430374867
52272358	7726481790551
62886174	5291272030139
36834359	6423823380146
53279137	7117435017891
14213493	1942789710887
20110027	8143179727386
42585877	3345601881397
44859962	3251764236028
60350489	8180585713692
22221373	4117310964905
58757023	4157946658135
85675898	2645198075150
80556949	4413849236465
66267073	2412344423500
57454476	2977957261840
72340469	4227581295739
42338097	5183570084176
68232270	6293968069412
73462908	2463805363394
81060316	6842146184654
67080662	9810387877441
75802568	5291261692234
56736130	9774612745669
10446211	3600565587608
26317378	3443677942748
87402545	9864573666652
92875468	1104150994837
43141234	8560649834344
45801068	9041840294014
96438033	8475432685086
93626603	2409852480302
32152305	3598656368316
37205171	6711267050778
24132175	3844153347265
84254533	4879680187282
17069627	4967762122749
54307320	4865984745532
96109463	4667730542287
36707447	8131886053253
66247741	2494294267687
88426375	4151996986327
60521604	3349153138558
28558383	6972891133192
91381637	6413168887928
72769332	3397998039061
78276223	8494371026907
95300363	7600586660127
25682276	4698845746231
82380054	7942682178104
71316152	1254733141586
36730101	7104817380752
77250249	1496680278089
70004057	1003633758343
61860069	9920373754471
79762983	2455213489879
47668261	8551610647545
43621542	5520234851871
94892621	8495794697134
47990277	4836755855522
99424403	7756333586532
97495310	5841314470135
63718182	2868560825334
14274495	7713897226840
24581666	7126919023226
68006944	5610490148828
89405308	7497977776780
64092399	6644833291857
49851385	6941587533202
89997397	6199881585138
54664288	8292399462782
64937448	1259720241856
27647664	3289656597018
90668883	6024716732380
30460206	6623458594989
60892738	9270930454849
32248733	3181277457477
55571392	6849358496834
27457525	8256787732674
